machine	backend	problem	m	config	threads	cpuset	repeat	wall_s	mainloop_s	iters	obj	peak_rss_MB	status
mac-m1max	dd	gpp100	101	v712	1	-	3	0.92	0.870000	23	-4.4943074465425589e+01	8.5	ok
mac-m1max	dd	gpp100	101	upstream1	1	-	1	1.00	0.967231	23	-4.4943074465425575e+01	8.5	ok
mac-m1max	dd	gpp100	101	upstream1	1	-	2	1.01	0.981783	23	-4.4943074465425575e+01	8.5	ok
mac-m1max	dd	gpp100	101	upstream1	1	-	3	0.96	0.930276	23	-4.4943074465425575e+01	8.5	ok
mac-m1max	dd	gpp100	101	upstream8	8	-	1	0.80	0.766777	23	-4.4943074465425575e+01	8.5	ok
mac-m1max	dd	gpp100	101	upstream8	8	-	2	0.79	0.762362	23	-4.4943074465425582e+01	8.5	ok
mac-m1max	dd	gpp100	101	upstream8	8	-	3	0.87	0.833565	23	-4.4943074465425582e+01	8.5	ok
mac-m1max	dd	gpp100	101	optimized1	1	-	1	0.93	0.894479	23	-4.4943074465425575e+01	8.5	ok
mac-m1max	dd	gpp100	101	optimized1	1	-	2	0.93	0.898351	23	-4.4943074465425575e+01	8.5	ok
mac-m1max	dd	gpp100	101	optimized1	1	-	3	0.94	0.908827	23	-4.4943074465425575e+01	8.5	ok
mac-m1max	dd	gpp100	101	optimized8	8	-	1	0.41	0.383398	23	-4.4943074465425575e+01	8.5	ok
mac-m1max	dd	gpp100	101	optimized8	8	-	2	0.42	0.382112	23	-4.4943074465425575e+01	8.5	ok
mac-m1max	dd	gpp100	101	optimized8	8	-	3	0.40	0.373426	23	-4.4943074465425575e+01	8.5	ok
mac-m1max	dd	control2	66	v712	1	-	1	0.23	0.200000	61	8.2999999857902349e+00	8.5	ok
mac-m1max	dd	control2	66	v712	1	-	2	0.22	0.190000	61	8.2999999857902349e+00	8.5	ok
mac-m1max	dd	control2	66	v712	1	-	3	0.22	0.190000	61	8.2999999857902349e+00	8.5	ok
mac-m1max	dd	control2	66	upstream1	1	-	1	0.22	0.200223	59	8.2999999857902349e+00	8.5	ok
mac-m1max	dd	control2	66	upstream1	1	-	2	0.22	0.199495	59	8.2999999857902349e+00	8.5	ok
mac-m1max	dd	control2	66	upstream1	1	-	3	0.22	0.198736	59	8.2999999857902349e+00	8.5	ok
mac-m1max	dd	control2	66	upstream8	8	-	1	0.81	0.787261	63	8.2999999857902349e+00	8.5	ok
mac-m1max	dd	control2	66	upstream8	8	-	2	0.83	0.800644	61	8.2999999857902349e+00	8.5	ok
mac-m1max	dd	control2	66	upstream8	8	-	3	0.74	0.717123	63	8.2999999857902349e+00	8.5	ok
mac-m1max	dd	control2	66	optimized1	1	-	1	0.21	0.191130	59	8.2999999857902349e+00	8.5	ok
mac-m1max	dd	control2	66	optimized1	1	-	2	0.21	0.189133	59	8.2999999857902349e+00	8.5	ok
mac-m1max	dd	control2	66	optimized1	1	-	3	0.21	0.189242	59	8.2999999857902349e+00	8.5	ok
mac-m1max	dd	control2	66	optimized8	8	-	1	0.11	0.089981	59	8.2999999857902349e+00	8.5	ok
mac-m1max	dd	control2	66	optimized8	8	-	2	0.12	0.099454	59	8.2999999857902349e+00	8.5	ok
mac-m1max	dd	control2	66	optimized8	8	-	3	0.11	0.091061	59	8.2999999857902349e+00	8.5	ok
mac-m1max	dd	gpp124-1	125	v712	1	-	1	1.68	1.650000	24	-7.3429256740235651e+00	8.5	ok
mac-m1max	dd	gpp124-1	125	v712	1	-	2	1.68	1.640000	24	-7.3429256740235651e+00	8.5	ok
mac-m1max	dd	gpp124-1	125	v712	1	-	3	1.69	1.640000	24	-7.3429256740235651e+00	8.5	ok
mac-m1max	dd	gpp124-1	125	upstream1	1	-	1	1.86	1.817261	24	-7.3429256740235651e+00	8.5	ok
mac-m1max	dd	gpp124-1	125	upstream1	1	-	2	1.86	1.818624	24	-7.3429256740235651e+00	8.5	ok
mac-m1max	dd	gpp124-1	125	upstream1	1	-	3	1.91	1.868451	24	-7.3429256740235651e+00	8.5	ok
mac-m1max	dd	gpp124-1	125	upstream8	8	-	1	1.20	1.158146	24	-7.3429256740235616e+00	8.6	ok
mac-m1max	dd	gpp124-1	125	upstream8	8	-	2	1.20	1.162434	24	-7.3429256740235784e+00	8.6	ok
mac-m1max	dd	gpp124-1	125	upstream8	8	-	3	1.20	1.162824	24	-7.3429256740235642e+00	8.6	ok
mac-m1max	dd	gpp124-1	125	optimized1	1	-	1	1.70	1.664111	24	-7.3429256740235651e+00	8.5	ok
mac-m1max	dd	gpp124-1	125	optimized1	1	-	2	1.72	1.686215	24	-7.3429256740235651e+00	8.5	ok
mac-m1max	dd	gpp124-1	125	optimized1	1	-	3	1.71	1.674842	24	-7.3429256740235651e+00	8.5	ok
mac-m1max	dd	gpp124-1	125	optimized8	8	-	1	0.69	0.644718	24	-7.3429256740235651e+00	8.5	ok
mac-m1max	dd	gpp124-1	125	optimized8	8	-	2	0.68	0.637942	24	-7.3429256740235651e+00	8.5	ok
mac-m1max	dd	gpp124-1	125	optimized8	8	-	3	0.68	0.636345	24	-7.3429256740235651e+00	8.5	ok
mac-m1max	dd	theta1	104	v712	1	-	1	0.20	0.170000	44	2.3000000000000000e+01	8.5	ok
mac-m1max	dd	theta1	104	v712	1	-	2	0.21	0.180000	44	2.3000000000000000e+01	8.5	ok
mac-m1max	dd	theta1	104	v712	1	-	3	0.20	0.170000	44	2.3000000000000000e+01	8.5	ok
mac-m1max	dd	theta1	104	upstream1	1	-	1	0.27	0.247103	45	2.3000000000000000e+01	8.5	ok
mac-m1max	dd	theta1	104	upstream1	1	-	2	0.27	0.247305	45	2.3000000000000000e+01	8.5	ok
mac-m1max	dd	theta1	104	upstream1	1	-	3	0.27	0.246614	45	2.3000000000000000e+01	8.5	ok
mac-m1max	dd	theta1	104	upstream8	8	-	1	0.72	0.684505	46	2.3000000000000000e+01	8.5	ok
mac-m1max	dd	theta1	104	upstream8	8	-	2	0.67	0.645956	46	2.3000000000000000e+01	8.5	ok
mac-m1max	dd	theta1	104	upstream8	8	-	3	0.68	0.657845	47	2.3000000000000000e+01	8.5	ok
mac-m1max	dd	theta1	104	optimized1	1	-	1	0.23	0.204454	45	2.3000000000000000e+01	8.5	ok
mac-m1max	dd	theta1	104	optimized1	1	-	2	0.22	0.198629	45	2.3000000000000000e+01	8.5	ok
mac-m1max	dd	theta1	104	optimized1	1	-	3	0.22	0.199680	45	2.3000000000000000e+01	8.5	ok
mac-m1max	dd	theta1	104	optimized8	8	-	1	0.19	0.166512	45	2.3000000000000000e+01	8.5	ok
mac-m1max	dd	theta1	104	optimized8	8	-	2	0.20	0.172275	45	2.3000000000000000e+01	8.5	ok
mac-m1max	dd	theta1	104	optimized8	8	-	3	0.19	0.166075	45	2.3000000000000000e+01	8.5	ok
mac-m1max	dd	mcp100	100	v712	1	-	1	1.02	0.980000	55	2.2615735148330884e+02	8.5	ok
mac-m1max	dd	mcp100	100	v712	1	-	2	1.01	0.980000	55	2.2615735148330884e+02	8.5	ok
mac-m1max	dd	mcp100	100	v712	1	-	3	1.01	0.970000	55	2.2615735148330884e+02	8.5	ok
mac-m1max	dd	mcp100	100	upstream1	1	-	1	1.92	1.893484	66	2.2615735148330884e+02	8.5	ok
mac-m1max	dd	mcp100	100	upstream1	1	-	2	1.93	1.903586	66	2.2615735148330884e+02	8.5	ok
mac-m1max	dd	mcp100	100	upstream1	1	-	3	1.93	1.902621	66	2.2615735148330884e+02	8.5	ok
mac-m1max	dd	mcp100	100	upstream8	8	-	1	1.57	1.541294	59	2.2615735148330884e+02	8.5	ok
mac-m1max	dd	mcp100	100	upstream8	8	-	2	1.44	1.406570	53	2.2615735148330884e+02	8.5	ok
mac-m1max	dd	mcp100	100	upstream8	8	-	3	1.57	1.544388	57	2.2615735148330884e+02	8.5	ok
mac-m1max	dd	mcp100	100	optimized1	1	-	1	1.32	1.286603	66	2.2615735148330884e+02	8.5	ok
mac-m1max	dd	mcp100	100	optimized1	1	-	2	1.33	1.298508	66	2.2615735148330884e+02	8.5	ok
mac-m1max	dd	mcp100	100	optimized1	1	-	3	1.33	1.311490	66	2.2615735148330884e+02	8.5	ok
mac-m1max	dd	mcp100	100	optimized8	8	-	1	0.85	0.822320	66	2.2615735148330884e+02	8.5	ok
mac-m1max	dd	mcp100	100	optimized8	8	-	2	0.91	0.878636	66	2.2615735148330884e+02	8.5	ok
mac-m1max	dd	mcp100	100	optimized8	8	-	3	0.84	0.809243	66	2.2615735148330884e+02	8.5	ok
mac-m1max	dd	mcp124-1	124	v712	1	-	1	2.33	2.270000	78	1.4199047709767370e+02	8.5	ok
mac-m1max	dd	mcp124-1	124	v712	1	-	2	2.36	2.280000	78	1.4199047709767370e+02	8.5	ok
mac-m1max	dd	mcp124-1	124	v712	1	-	3	2.29	2.230000	78	1.4199047709767370e+02	8.5	ok
mac-m1max	dd	mcp124-1	124	upstream1	1	-	1	3.39	3.350685	62	1.4199047709767370e+02	8.5	ok
mac-m1max	dd	mcp124-1	124	upstream1	1	-	2	3.46	3.421778	62	1.4199047709767370e+02	8.5	ok
mac-m1max	dd	mcp124-1	124	upstream1	1	-	3	3.37	3.341218	62	1.4199047709767370e+02	8.5	ok
mac-m1max	dd	mcp124-1	124	upstream8	8	-	1	2.77	2.738827	77	1.4199047709767370e+02	8.5	ok
mac-m1max	dd	mcp124-1	124	upstream8	8	-	2	2.11	2.083290	57	1.4199047709767370e+02	8.5	ok
mac-m1max	dd	mcp124-1	124	upstream8	8	-	3	2.85	2.822628	76	1.4199047709767370e+02	8.5	ok
mac-m1max	dd	mcp124-1	124	optimized1	1	-	1	1.93	1.898490	62	1.4199047709767370e+02	8.5	ok
mac-m1max	dd	mcp124-1	124	optimized1	1	-	2	1.93	1.905364	62	1.4199047709767370e+02	8.5	ok
mac-m1max	dd	mcp124-1	124	optimized1	1	-	3	1.93	1.898680	62	1.4199047709767370e+02	8.5	ok
mac-m1max	dd	mcp124-1	124	optimized8	8	-	1	1.18	1.153147	62	1.4199047709767370e+02	8.5	ok
mac-m1max	dd	mcp124-1	124	optimized8	8	-	2	1.19	1.165247	62	1.4199047709767370e+02	8.5	ok
mac-m1max	dd	mcp124-1	124	optimized8	8	-	3	1.19	1.162285	62	1.4199047709767370e+02	8.5	ok
mac-m1max	dd	truss5	208	v712	1	-	1	1.13	0.930000	59	-1.3263567797250604e+02	8.5	ok
mac-m1max	dd	truss5	208	v712	1	-	2	1.13	0.930000	59	-1.3263567797250604e+02	8.5	ok
mac-m1max	dd	truss5	208	v712	1	-	3	1.13	0.940000	59	-1.3263567797250604e+02	8.5	ok
mac-m1max	dd	truss5	208	upstream1	1	-	1	0.96	0.926725	63	-1.3263567797250604e+02	8.5	ok
mac-m1max	dd	truss5	208	upstream1	1	-	2	0.95	0.916036	63	-1.3263567797250604e+02	8.5	ok
mac-m1max	dd	truss5	208	upstream1	1	-	3	0.95	0.919643	63	-1.3263567797250604e+02	8.5	ok
mac-m1max	dd	truss5	208	upstream8	8	-	1	8.25	8.205262	61	-1.3263567797250604e+02	8.5	ok
mac-m1max	dd	truss5	208	upstream8	8	-	2	8.35	8.306826	62	-1.3263567797250604e+02	8.5	ok
mac-m1max	dd	truss5	208	upstream8	8	-	3	8.42	8.378366	61	-1.3263567797250604e+02	8.5	ok
mac-m1max	dd	truss5	208	optimized1	1	-	1	0.95	0.916436	63	-1.3263567797250604e+02	8.5	ok
mac-m1max	dd	truss5	208	optimized1	1	-	2	0.95	0.913534	63	-1.3263567797250604e+02	8.5	ok
mac-m1max	dd	truss5	208	optimized1	1	-	3	0.96	0.924368	63	-1.3263567797250604e+02	8.5	ok
mac-m1max	dd	truss5	208	optimized8	8	-	1	0.82	0.792283	63	-1.3263567797250604e+02	8.5	ok
mac-m1max	dd	truss5	208	optimized8	8	-	2	0.81	0.778715	63	-1.3263567797250604e+02	8.5	ok
mac-m1max	dd	truss5	208	optimized8	8	-	3	0.84	0.807586	63	-1.3263567797250604e+02	8.5	ok
mac-m1max	dd	arch0	174	v712	1	-	1	12.18	12.090000	72	5.6651727321592960e-01	9.2	ok
mac-m1max	dd	arch0	174	v712	1	-	2	12.20	12.080000	72	5.6651727321592960e-01	9.2	ok
mac-m1max	dd	arch0	174	v712	1	-	3	12.14	12.040000	72	5.6651727321592960e-01	9.2	ok
mac-m1max	dd	arch0	174	upstream1	1	-	1	15.63	15.596953	72	5.6651727321592960e-01	9.5	ok
mac-m1max	dd	arch0	174	upstream1	1	-	2	15.65	15.610261	72	5.6651727321592960e-01	9.5	ok
mac-m1max	dd	arch0	174	upstream1	1	-	3	15.66	15.621188	72	5.6651727321592960e-01	9.5	ok
mac-m1max	dd	arch0	174	upstream8	8	-	1	5.28	5.238996	72	5.6651727321592960e-01	9.6	ok
mac-m1max	dd	arch0	174	upstream8	8	-	2	5.28	5.238692	72	5.6651727321592960e-01	9.6	ok
mac-m1max	dd	arch0	174	upstream8	8	-	3	5.50	5.455883	75	5.6651727321592960e-01	9.6	ok
mac-m1max	dd	arch0	174	optimized1	1	-	1	12.33	12.279374	72	5.6651727321592960e-01	9.5	ok
mac-m1max	dd	arch0	174	optimized1	1	-	2	12.29	12.249823	72	5.6651727321592960e-01	9.5	ok
mac-m1max	dd	arch0	174	optimized1	1	-	3	12.27	12.234158	72	5.6651727321592960e-01	9.5	ok
mac-m1max	dd	arch0	174	optimized8	8	-	1	4.03	3.994603	72	5.6651727321592960e-01	9.7	ok
mac-m1max	dd	arch0	174	optimized8	8	-	2	4.01	3.974579	72	5.6651727321592960e-01	9.6	ok
mac-m1max	dd	arch0	174	optimized8	8	-	3	4.07	4.033549	72	5.6651727321592960e-01	9.6	ok
mac-m1max	dd	arch2	174	v712	1	-	1	14.14	14.040000	71	6.7151540763990791e-01	9.2	ok
mac-m1max	dd	arch2	174	v712	1	-	2	14.09	14.000000	71	6.7151540763990791e-01	9.2	ok
mac-m1max	dd	arch2	174	v712	1	-	3	14.15	14.030000	71	6.7151540763990791e-01	9.2	ok
mac-m1max	dd	arch2	174	upstream1	1	-	1	17.72	17.683322	71	6.7151540763990791e-01	9.5	ok
mac-m1max	dd	arch2	174	upstream1	1	-	2	17.72	17.683449	71	6.7151540763990791e-01	9.5	ok
mac-m1max	dd	arch2	174	upstream1	1	-	3	17.64	17.608244	71	6.7151540763990791e-01	9.5	ok
mac-m1max	dd	arch2	174	upstream8	8	-	1	5.46	5.425363	71	6.7151540763990791e-01	9.7	ok
mac-m1max	dd	arch2	174	upstream8	8	-	2	5.70	5.655875	71	6.7151540763990791e-01	9.6	ok
mac-m1max	dd	arch2	174	upstream8	8	-	3	5.63	5.587407	71	6.7151540763990791e-01	9.6	ok
mac-m1max	dd	arch2	174	optimized1	1	-	1	14.32	14.272536	71	6.7151540763990791e-01	9.5	ok
mac-m1max	dd	arch2	174	optimized1	1	-	2	14.31	14.268437	71	6.7151540763990791e-01	9.5	ok
mac-m1max	dd	arch2	174	optimized1	1	-	3	14.38	14.331389	71	6.7151540763990791e-01	9.5	ok
mac-m1max	dd	arch2	174	optimized8	8	-	1	4.25	4.209473	71	6.7151540763990791e-01	9.7	ok
mac-m1max	dd	arch2	174	optimized8	8	-	2	4.30	4.258058	71	6.7151540763990791e-01	9.7	ok
mac-m1max	dd	arch2	174	optimized8	8	-	3	4.30	4.265464	71	6.7151540763990791e-01	9.7	ok
mac-m1max	dd	arch4	174	v712	1	-	1	15.26	15.110000	76	9.7262741740980896e-01	9.2	ok
mac-m1max	dd	arch4	174	v712	1	-	2	15.21	15.100000	76	9.7262741740980896e-01	9.3	ok
mac-m1max	dd	arch4	174	v712	1	-	3	15.23	15.090000	76	9.7262741740980896e-01	9.3	ok
mac-m1max	dd	arch4	174	upstream1	1	-	1	17.88	17.840516	72	9.7262741740980896e-01	9.5	ok
mac-m1max	dd	arch4	174	upstream1	1	-	2	17.92	17.874288	72	9.7262741740980896e-01	9.5	ok
mac-m1max	dd	arch4	174	upstream1	1	-	3	17.84	17.798042	72	9.7262741740980896e-01	9.5	ok
mac-m1max	dd	arch4	174	upstream8	8	-	1	5.69	5.643575	72	9.7262741740980896e-01	9.6	ok
mac-m1max	dd	arch4	174	upstream8	8	-	2	6.50	6.466574	81	9.7262741740980896e-01	9.6	ok
mac-m1max	dd	arch4	174	upstream8	8	-	3	5.82	5.782972	72	9.7262741740980896e-01	9.7	ok
mac-m1max	dd	arch4	174	optimized1	1	-	1	14.71	14.677036	72	9.7262741740980896e-01	9.5	ok
mac-m1max	dd	arch4	174	optimized1	1	-	2	14.55	14.502953	72	9.7262741740980896e-01	9.5	ok
mac-m1max	dd	arch4	174	optimized1	1	-	3	14.52	14.482093	72	9.7262741740980896e-01	9.5	ok
mac-m1max	dd	arch4	174	optimized8	8	-	1	4.27	4.230918	72	9.7262741740980896e-01	9.7	ok
mac-m1max	dd	arch4	174	optimized8	8	-	2	4.25	4.216759	72	9.7262741740980896e-01	9.7	ok
mac-m1max	dd	arch4	174	optimized8	8	-	3	4.40	4.361868	72	9.7262741740980896e-01	9.7	ok
mac-m1max	dd	arch8	174	v712	1	-	1	12.94	12.830000	65	7.0569800367002555e+00	9.3	ok
mac-m1max	dd	arch8	174	v712	1	-	2	12.99	12.880000	65	7.0569800367002555e+00	9.2	ok
mac-m1max	dd	arch8	174	v712	1	-	3	13.01	12.890000	65	7.0569800367002555e+00	9.2	ok
mac-m1max	dd	arch8	174	upstream1	1	-	1	16.50	16.461119	66	7.0569800367002555e+00	9.5	ok
mac-m1max	dd	arch8	174	upstream1	1	-	2	16.42	16.380259	66	7.0569800367002555e+00	9.5	ok
mac-m1max	dd	arch8	174	upstream1	1	-	3	16.48	16.443898	66	7.0569800367002555e+00	9.5	ok
mac-m1max	dd	arch8	174	upstream8	8	-	1	5.56	5.518247	65	7.0569800367002555e+00	9.7	ok
mac-m1max	dd	arch8	174	upstream8	8	-	2	5.29	5.257089	66	7.0569800367002555e+00	9.7	ok
mac-m1max	dd	arch8	174	upstream8	8	-	3	5.31	5.267565	66	7.0569800367002555e+00	9.6	ok
mac-m1max	dd	arch8	174	optimized1	1	-	1	13.22	13.182280	66	7.0569800367002555e+00	9.5	ok
mac-m1max	dd	arch8	174	optimized1	1	-	2	13.28	13.235372	66	7.0569800367002555e+00	9.5	ok
mac-m1max	dd	arch8	174	optimized1	1	-	3	13.31	13.270062	66	7.0569800367002555e+00	9.5	ok
mac-m1max	dd	arch8	174	optimized8	8	-	1	3.92	3.885619	66	7.0569800367002555e+00	9.7	ok
mac-m1max	dd	arch8	174	optimized8	8	-	2	4.00	3.966184	66	7.0569800367002555e+00	9.7	ok
mac-m1max	dd	arch8	174	optimized8	8	-	3	4.00	3.959647	66	7.0569800367002555e+00	9.7	ok
mac-m1max	dd	control5	351	v712	1	-	1	12.10	11.920000	60	1.6883599050955794e+01	8.5	ok
mac-m1max	dd	control5	351	v712	1	-	2	12.07	11.900000	60	1.6883599050955794e+01	8.5	ok
mac-m1max	dd	control5	351	v712	1	-	3	12.02	11.890000	60	1.6883599050955794e+01	8.5	ok
mac-m1max	dd	control5	351	upstream1	1	-	1	12.64	12.582448	60	1.6883599050955794e+01	8.5	ok
mac-m1max	dd	control5	351	upstream1	1	-	2	12.74	12.685922	60	1.6883599050955794e+01	8.5	ok
mac-m1max	dd	control5	351	upstream1	1	-	3	12.67	12.615624	60	1.6883599050955794e+01	8.5	ok
mac-m1max	dd	control5	351	upstream8	8	-	1	4.06	3.990099	59	1.6883599050955794e+01	8.7	ok
mac-m1max	dd	control5	351	upstream8	8	-	2	4.06	3.996251	59	1.6883599050955794e+01	8.7	ok
mac-m1max	dd	control5	351	upstream8	8	-	3	4.10	4.046478	60	1.6883599050955794e+01	8.6	ok
mac-m1max	dd	control5	351	optimized1	1	-	1	12.23	12.162817	60	1.6883599050955794e+01	8.5	ok
mac-m1max	dd	control5	351	optimized1	1	-	2	12.29	12.226298	60	1.6883599050955794e+01	8.5	ok
mac-m1max	dd	control5	351	optimized1	1	-	3	12.31	12.248213	60	1.6883599050955794e+01	8.5	ok
mac-m1max	dd	control5	351	optimized8	8	-	1	3.00	2.936769	60	1.6883599050955794e+01	8.8	ok
mac-m1max	dd	control5	351	optimized8	8	-	2	2.92	2.860595	60	1.6883599050955794e+01	8.7	ok
mac-m1max	dd	control5	351	optimized8	8	-	3	2.87	2.805176	60	1.6883599050955794e+01	8.8	ok
mac-m1max	dd	control6	496	v712	1	-	1	29.66	29.010000	59	3.7304412616333281e+01	10.2	ok
mac-m1max	dd	control6	496	v712	1	-	2	29.50	28.910000	59	3.7304412616333281e+01	10.2	ok
mac-m1max	dd	control6	496	v712	1	-	3	29.42	28.990000	59	3.7304412616333281e+01	10.3	ok
mac-m1max	dd	control6	496	upstream1	1	-	1	30.87	30.777524	59	3.7304412616333281e+01	10.5	ok
mac-m1max	dd	control6	496	upstream1	1	-	2	31.04	30.951509	59	3.7304412616333281e+01	10.5	ok
mac-m1max	dd	control6	496	upstream1	1	-	3	30.47	30.387478	59	3.7304412616333281e+01	10.5	ok
mac-m1max	dd	control6	496	upstream8	8	-	1	7.71	7.602714	59	3.7304412616333281e+01	11.8	ok
mac-m1max	dd	control6	496	upstream8	8	-	2	7.45	7.364113	59	3.7304412616333281e+01	11.8	ok
mac-m1max	dd	control6	496	upstream8	8	-	3	7.58	7.490687	59	3.7304412616333281e+01	11.9	ok
mac-m1max	dd	control6	496	optimized1	1	-	1	65.51	65.417916	59	3.7304412616333281e+01	10.5	ok
mac-m1max	dd	control6	496	optimized1	1	-	2	30.30	30.216125	59	3.7304412616333281e+01	10.5	ok
mac-m1max	dd	control6	496	optimized1	1	-	3	29.63	29.540283	59	3.7304412616333281e+01	10.5	ok
mac-m1max	dd	control6	496	optimized8	8	-	1	6.65	6.558319	59	3.7304412616333281e+01	12.1	ok
mac-m1max	dd	control6	496	optimized8	8	-	2	6.08	5.993829	59	3.7304412616333281e+01	12.0	ok
mac-m1max	dd	control6	496	optimized8	8	-	3	7.02	6.931294	59	3.7304412616333281e+01	12.5	ok
mac-m1max	dd	theta2	498	v712	1	-	1	4.84	4.720000	51	3.2879169015772582e+01	9.6	ok
mac-m1max	dd	theta2	498	v712	1	-	2	4.68	4.620000	51	3.2879169015772582e+01	9.6	ok
mac-m1max	dd	theta2	498	v712	1	-	3	4.70	4.620000	51	3.2879169015772582e+01	9.6	ok
mac-m1max	dd	theta2	498	upstream1	1	-	1	6.27	6.235182	59	3.2879169015772582e+01	9.9	ok
mac-m1max	dd	theta2	498	upstream1	1	-	2	6.13	6.089748	59	3.2879169015772582e+01	9.9	ok
mac-m1max	dd	theta2	498	upstream1	1	-	3	6.37	6.338445	59	3.2879169015772582e+01	9.9	ok
mac-m1max	dd	theta2	498	upstream8	8	-	1	3.22	3.185425	51	3.2879169015772582e+01	10.7	ok
mac-m1max	dd	theta2	498	upstream8	8	-	2	3.57	3.536390	56	3.2879169015772582e+01	11.0	ok
mac-m1max	dd	theta2	498	upstream8	8	-	3	3.25	3.211298	54	3.2879169015772582e+01	10.6	ok
mac-m1max	dd	theta2	498	optimized1	1	-	1	5.54	5.506511	59	3.2879169015772582e+01	9.9	ok
mac-m1max	dd	theta2	498	optimized1	1	-	2	5.47	5.441844	59	3.2879169015772582e+01	9.9	ok
mac-m1max	dd	theta2	498	optimized1	1	-	3	5.54	5.502348	59	3.2879169015772582e+01	9.9	ok
mac-m1max	dd	theta2	498	optimized8	8	-	1	2.77	2.737850	59	3.2879169015772582e+01	10.7	ok
mac-m1max	dd	theta2	498	optimized8	8	-	2	2.78	2.746807	59	3.2879169015772582e+01	10.7	ok
mac-m1max	dd	theta2	498	optimized8	8	-	3	2.82	2.778517	59	3.2879169015772582e+01	10.7	ok
mac-m1max	dd	qap8	529	v712	1	-	1	2.15	2.070000	19	-7.5694312382795681e+02	9.3	ok
mac-m1max	dd	qap8	529	v712	1	-	2	2.14	2.090000	19	-7.5694312382795681e+02	9.2	ok
mac-m1max	dd	qap8	529	v712	1	-	3	2.12	2.070000	19	-7.5694312382795681e+02	9.2	ok
mac-m1max	dd	qap8	529	upstream1	1	-	1	2.21	2.179567	19	-7.5694293990998108e+02	9.5	ok
mac-m1max	dd	qap8	529	upstream1	1	-	2	2.26	2.229094	19	-7.5694293990998108e+02	9.5	ok
mac-m1max	dd	qap8	529	upstream1	1	-	3	2.27	2.244361	19	-7.5694293990998108e+02	9.5	ok
mac-m1max	dd	qap8	529	upstream8	8	-	1	1.32	1.287763	19	-7.5694307865485098e+02	11.1	ok
mac-m1max	dd	qap8	529	upstream8	8	-	2	1.53	1.494461	21	-7.5695412205558569e+02	11.6	ok
mac-m1max	dd	qap8	529	upstream8	8	-	3	1.31	1.282431	19	-7.5694311344670120e+02	11.1	ok
mac-m1max	dd	qap8	529	optimized1	1	-	1	2.21	2.179897	19	-7.5694293990998108e+02	9.5	ok
mac-m1max	dd	qap8	529	optimized1	1	-	2	2.21	2.180122	19	-7.5694293990998108e+02	9.6	ok
mac-m1max	dd	qap8	529	optimized1	1	-	3	2.21	2.187793	19	-7.5694293990998108e+02	9.5	ok
mac-m1max	dd	qap8	529	optimized8	8	-	1	0.97	0.937410	19	-7.5694293990998108e+02	11.2	ok
mac-m1max	dd	qap8	529	optimized8	8	-	2	0.95	0.923854	19	-7.5694293990998108e+02	11.1	ok
mac-m1max	dd	qap8	529	optimized8	8	-	3	0.96	0.930778	19	-7.5694293990998108e+02	11.1	ok
mac-m1max	dd	control7	666	v712	1	-	1	62.82	62.360000	60	2.0625072243801760e+01	15.4	ok
mac-m1max	dd	control7	666	v712	1	-	2	62.76	62.290000	60	2.0625072243801760e+01	15.4	ok
mac-m1max	dd	control7	666	v712	1	-	3	63.36	62.790000	60	2.0625072243801760e+01	15.4	ok
